entry_time,exit_time,direction,entry_price,exit_price,sl,tp,pnl,result
2026-02-12 16:00:00,2026-02-13 09:00:00,SHORT,65792.9,66953.35248786623,66953.35248786623,63858.812520222935,-161.09359516571485,LOSS
2026-03-03 18:00:00,2026-03-04 08:00:00,LONG,68647.3,70863.34548214579,67317.67271071253,70863.34548214579,160.45863337132351,WIN
