entry_time,exit_time,direction,entry_price,exit_price,sl,tp,pnl,result
2026-02-12 16:00:00,2026-02-12 22:00:00,SHORT,1907.26,1945.1548120948307,1945.1548120948307,1826.4177341976945,-113.01785011142843,LOSS
2026-03-11 14:00:00,2026-03-12 02:00:00,LONG,2061.71,2025.8504205581132,2025.8504205581132,2138.210436142692,-131.64622537516738,LOSS
