entry_time,exit_time,direction,entry_price,exit_price,sl,tp,pnl,result
2025-12-01 00:00:00,2025-12-02 12:00:00,SHORT,86401.6,88227.38406067107,88227.38406067107,83358.62656554824,-75.39531410805898,LOSS
2026-02-16 12:00:00,2026-02-23 00:00:00,SHORT,67547.7,64596.87678426308,69318.19392944215,64596.87678426308,203.58628501239522,WIN
2026-02-23 00:00:00,2026-02-23 08:00:00,SHORT,64939.6,66378.09345806169,66378.09345806169,62542.11090323051,-96.80533765983708,LOSS
