entry_time,exit_time,direction,entry_price,exit_price,sl,tp,pnl,result
2026-02-12 16:00:00,2026-02-13 14:00:00,SHORT,78.24,81.0158153240087,81.0158153240087,74.90902161118956,-121.36365592187289,LOSS
2026-03-02 14:00:00,2026-03-02 16:00:00,LONG,85.64,89.19704769822935,82.67579358480887,89.19704769822935,93.62009914766413,WIN
2026-03-03 22:00:00,2026-03-04 09:00:00,LONG,86.18,89.92743305296297,83.05713912253087,89.92743305296297,94.5504199242872,WIN
2026-03-11 17:00:00,2026-03-13 00:00:00,LONG,87.26,90.90046495001128,84.22627920832394,90.90046495001128,109.67740033278133,WIN
