entry_time,exit_time,direction,entry_price,exit_price,sl,tp,pnl,result
2026-03-11 04:25:00,2026-03-11 04:40:00,LONG,54.06,53.955684418583594,53.955684418583594,54.23385930236068,-5.460721431599535,LOSS
2026-03-11 05:30:00,2026-03-11 05:40:00,SHORT,53.83,53.67549866058486,53.92270080364908,53.67549866058486,5.90102479186116,WIN
2026-03-11 12:20:00,2026-03-11 12:30:00,LONG,54.1,54.32848716169144,53.96290770298514,54.32848716169144,7.03514196262897,WIN
2026-03-11 21:15:00,2026-03-11 22:10:00,LONG,55.0,55.1861468337057,54.88831189977658,55.1861468337057,9.257518848194438,WIN
2026-03-12 01:00:00,2026-03-12 02:15:00,SHORT,54.77,54.58435165085704,54.88138900948578,54.58435165085704,8.906005965746216,WIN
2026-03-12 09:40:00,2026-03-12 09:45:00,LONG,54.66,54.521081535799524,54.521081535799524,54.89153077366745,-4.732633179886482,LOSS
2026-03-12 12:25:00,2026-03-12 13:15:00,LONG,54.52,54.40121856597176,54.40121856597176,54.717969056713734,-5.522807887559072,LOSS
